Neighborhood,N,Cafes,Restaurants,Bars,Nightclubs
Douglas Manor-Douglaston-Little Neck,10,1000,1000,1000,1000
Dyker Heights,10,1000,987.9410309,1000,1000
East Concourse-Concourse Village,10,1000,1000,1000,1000
East Elmhurst,10,1000,894.3754813,1000,1000
East Flatbush-Farragut,10,1000,1000,1000,1000
East Flushing,10,1000,994.1015189,1000,1000
East Harlem North,10,1000,698.5320166,1000,1000
East Harlem South,10,908.0977589,487.2880514,999.2862694,908.0977589
East New York,10,1000,999.6133715,1000,1000
East New York (Pennsylvania Ave),10,1000,1000,1000,1000
East Tremont,10,1000,961.6626001,1000,1000
East Village,10,349.1883076,182.7235782,291.6633355,349.1883076
East Williamsburg,10,926.8532057,726.1613242,878.5852807,926.8532057
Eastchester-Edenwald-Baychester,10,1000,1000,1000,1000
Elmhurst,10,999.9797649,753.6428856,1000,999.9797649
Elmhurst-Maspeth,10,999.6866392,843.5593678,1000,999.6866392
Erasmus,10,1000,1000,1000,1000
Far Rockaway-Bayswater,10,1000,1000,1000,1000
Flatbush,10,1000,922.9027064,1000,1000
Flatlands,10,1000,1000,1000,1000
Flushing,10,1000,661.5609777,1000,1000
Fordham South,10,1000,990.5300111,1000,1000
Forest Hills,10,1000,936.7576588,1000,1000
Fort Greene,10,803.5593692,500.0142874,854.6741083,803.5593692
Fresh Meadows-Utopia,10,1000,1000,1000,1000
Ft. Totten-Bay Terrace-Clearview,10,1000,1000,1000,1000
Georgetown-Marine Park-Bergen Beach-Mill Basin,10,1000,1000,1000,1000
Glen Oaks-Floral Park-New Hyde Park,10,1000,1000,1000,1000
Glendale,10,1000,831.8312115,999.8950973,1000
Gramercy,10,506.4911564,294.7244913,532.5142021,506.4911564
Grasmere-Arrochar-Ft. Wadsworth,10,1000,1000,1000,1000
Gravesend,10,1000,999.2747691,1000,1000
Great Kills,10,1000,897.1555953,1000,1000
Greenpoint,10,866.5643139,633.3147529,752.3153026,866.5643139
Grymes Hill-Clifton-Fox Hills,10,1000,1000,1000,1000
Hamilton Heights,10,997.9663961,866.3558917,1000,997.9663961
Hammels-Arverne-Edgemere,10,1000,1000,1000,1000
Highbridge,10,1000,1000,1000,1000
Hollis,10,1000,1000,1000,1000
Homecrest,10,1000,999.9461857,1000,1000
Hudson Yards-Chelsea-Flatiron-Union Square,10,583.1376267,416.0680175,680.2841203,583.1376267
Hunters Point-Sunnyside-West Maspeth,10,986.2061094,726.3550941,995.8318805,986.2061094
Hunts Point,10,1000,1000,1000,1000
Jackson Heights,10,999.6992757,754.8567107,1000,999.6992757
Jamaica,10,1000,994.3150499,1000,1000
Jamaica Estates-Holliswood,10,1000,1000,1000,1000
Kensington-Ocean Parkway,10,1000,731.337383,1000,1000
Kew Gardens,10,1000,1000,1000,1000
Kew Gardens Hills,10,1000,999.5770661,1000,1000
Kingsbridge Heights,10,1000,1000,1000,1000
Laurelton,10,1000,999.4483141,1000,1000
Lenox Hill-Roosevelt Island,10,791.7830644,588.1658682,997.3966727,791.7830644
Lincoln Square,10,636.1330665,521.9699491,898.5184468,636.1330665
Lindenwood-Howard Beach,10,1000,1000,1000,1000
Longwood,10,1000,1000,1000,1000
Lower East Side,10,805.2407547,672.9933104,805.5330852,805.2407547
Madison,10,1000,999.2779843,1000,1000
Manhattanville,10,1000,805.4325046,1000,1000
Marble Hill-Inwood,10,1000,853.512154,1000,1000
Mariner's Harbor-Arlington-Port Ivory-Graniteville,10,1000,1000,1000,1000
Maspeth,10,1000,967.7138026,1000,1000
Melrose South-Mott Haven North,10,1000,1000,1000,1000
Middle Village,10,1000,981.7983124,1000,1000
Midtown-Midtown South,10,356.0969239,296.8705909,589.9250983,356.0969239
Midwood,10,1000,1000,1000,1000
Morningside Heights,10,684.4744657,566.382832,1000,684.4744657
Morrisania-Melrose,10,1000,1000,1000,1000
Mott Haven-Port Morris,10,1000,1000,1000,1000
Mount Hope,10,1000,1000,1000,1000
Murray Hill,10,1000,983.2487265,1000,1000
Murray Hill-Kips Bay,10,636.7594518,461.4364824,914.998557,636.7594518
New Brighton-Silver Lake,10,1000,1000,1000,1000
New Dorp-Midland Beach,10,1000,1000,1000,1000
New Springville-Bloomfield-Travis,10,1000,1000,1000,1000
North Corona,10,1000,755.8655221,1000,1000
North Riverdale-Fieldston-Riverdale,10,1000,1000,1000,1000
North Side-South Side,10,672.0301939,396.7472967,570.1660693,672.0301939
Norwood,10,1000,1000,1000,1000
Oakland Gardens,10,1000,1000,1000,1000
Oakwood-Oakwood Beach,10,1000,1000,1000,1000
Ocean Hill,10,998.2966868,996.9406316,1000,998.2966868
Ocean Parkway South,10,1000,1000,1000,1000
Old Astoria,10,918.4222268,738.8558174,973.4685582,918.4222268
Old Town-Dongan Hills-South Beach,10,1000,1000,1000,1000
Ozone Park,10,1000,1000,1000,1000
Park Slope-Gowanus,10,578.6337432,457.7224628,809.4892805,578.6337432
Parkchester,10,1000,899.0344456,1000,1000
Pelham Bay-Country Club-City Island,10,1000,1000,1000,1000
Pelham Parkway,10,1000,1000,1000,1000
Pomonok-Flushing Heights-Hillcrest,10,1000,1000,1000,1000
Port Richmond,10,1000,1000,1000,1000
Prospect Heights,10,489.8595497,362.7652078,646.6821589,489.8595497
Prospect Lefferts Gardens-Wingate,10,1000,988.6872219,1000,1000
Queens Village,10,1000,1000,1000,1000
Queensboro Hill,10,1000,966.4886778,1000,1000
Queensbridge-Ravenswood-Long Island City,10,993.8626975,784.5287855,995.8799765,993.8626975
Rego Park,10,1000,896.5418132,1000,1000
Richmond Hill,10,1000,987.2748571,1000,1000
Ridgewood,10,900.9446223,599.6104179,907.2225711,900.9446223
Rikers Island,10,1000,1000,1000,1000
Rosedale,10,1000,998.2477015,1000,1000
Rossville-Woodrow,10,1000,1000,1000,1000
Rugby-Remsen Village,10,1000,1000,1000,1000
Schuylerville-Throgs Neck-Edgewater Park,10,1000,1000,1000,1000
Seagate-Coney Island,10,1000,998.9841399,1000,1000
Sheepshead Bay-Gerritsen Beach-Manhattan Beach,10,1000,999.9732914,1000,1000
SoHo-TriBeCa-Civic Center-Little Italy,10,480.2984478,325.1160265,624.4803141,480.2984478
Soundview-Bruckner,10,1000,786.1801113,1000,1000
Soundview-Castle Hill-Clason Point-Harding Park,10,1000,999.9831832,1000,1000
South Jamaica,10,1000,1000,1000,1000
South Ozone Park,10,1000,1000,1000,1000
Springfield Gardens North,10,1000,1000,1000,1000
Springfield Gardens South-Brookville,10,1000,1000,1000,1000
Spuyten Duyvil-Kingsbridge,10,1000,1000,1000,1000
St. Albans,10,1000,1000,1000,1000
Stapleton-Rosebank,10,1000,1000,1000,1000
Starrett City,10,1000,1000,1000,1000
Steinway,10,936.1015679,824.881967,969.3610135,936.1015679
Stuyvesant Heights,10,930.5214043,867.0139967,940.3095251,930.5214043
Stuyvesant Town-Cooper Village,10,804.4957838,649.9192872,720.0473106,804.4957838
Sunset Park East,10,1000,897.0886153,1000,1000
Sunset Park West,10,989.229334,948.136634,999.210236,989.229334
Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,10,1000,1000,1000,1000
Turtle Bay-East Midtown,10,574.2407381,396.7370058,898.8597822,574.2407381
University Heights-Morris Heights,10,1000,1000,1000,1000
Upper East Side-Carnegie Hill,10,539.1583902,429.0289139,956.7230844,539.1583902
Upper West Side,10,691.5636885,456.7163849,985.1680673,691.5636885
Van Cortlandt Village,10,1000,1000,1000,1000
Van Nest-Morris Park-Westchester Square,10,1000,1000,1000,1000
Washington Heights North,10,1000,851.6375852,1000,1000
Washington Heights South,10,1000,935.4607032,1000,1000
West Brighton,10,1000,999.7631336,1000,1000
West Concourse,10,1000,1000,1000,1000
West Farms-Bronx River,10,1000,825.6861806,1000,1000
West New Brighton-New Brighton-St. George,10,1000,1000,1000,1000
West Village,10,386.1028837,248.2058823,424.4903483,386.1028837
Westchester-Unionport,10,1000,987.6473446,1000,1000
Westerleigh,10,1000,1000,1000,1000
Whitestone,10,1000,1000,1000,1000
Williamsbridge-Olinville,10,1000,1000,1000,1000
Williamsburg,10,996.2810119,846.7547786,949.5682952,996.2810119
Windsor Terrace,10,967.7357932,757.3005393,1000,967.7357932
Woodhaven,10,1000,838.1663445,1000,1000
Woodlawn-Wakefield,10,1000,1000,1000,1000
Woodside,10,998.7607915,745.2804768,996.3088412,998.7607915
Yorkville,10,741.5370458,394.0892643,898.7873576,741.5370458
park-cemetery-etc-Bronx,10,1000,999.818203,1000,1000
park-cemetery-etc-Brooklyn,10,978.7789906,945.5021352,999.6896552,978.7789906
park-cemetery-etc-Manhattan,10,872.764676,807.4692286,986.3128847,872.764676
park-cemetery-etc-Queens,10,999.9568268,995.4890623,999.9987648,999.9568268
park-cemetery-etc-Staten Island,10,1000,1000,1000,1000
